Gene,Drug,test.ROC.AUC,Varimp.Score
P4HA1,NVP-AEW541,1,100
PDK1,NVP-AEW541,1,82.79404249
PPP1R15A,NVP-AEW541,1,82.79404249
SECTM1,NVP-AEW541,1,82.79404249
SLC2A1,NVP-AEW541,1,98.49076399
UROS,NVP-AEW541,1,82.79404249
ACTB,NVP-AEW541,1,85.34300782
ATP6AP1,NVP-AEW541,1,85.34300782
STBD1,NVP-AEW541,1,85.34300782
ZC2HC1C,NVP-AEW541,1,85.34300782
GSN,NVP-AEW541,1,88.55888779
ALDOA,NVP-AEW541,1,88.033219
PSMD7,NVP-AEW541,1,89.38220746
CXCL1,NVP-AEW541,0.95,82.79404249
IDI1,NVP-AEW541,0.95,98.49076399
PPA1,NVP-AEW541,0.95,82.79404249
PSMD8,NVP-AEW541,0.95,82.79404249
SRPRB,NVP-AEW541,0.95,82.79404249
TARS,NVP-AEW541,0.95,98.49076399
ACSL3,NVP-AEW541,0.9,100
BMP2,NVP-AEW541,0.9,89.38220746
MTHFD1,NVP-AEW541,0.9,88.033219
HMGCS1,NVP-AEW541,0.975,91.96687077
CALB2,NVP-AEW541,0.85,83.93374153
DDX10,NVP-AEW541,0.85,83.93374153
ETS2,NVP-AEW541,0.85,83.93374153
FDFT1,NVP-AEW541,0.85,83.93374153
GNAI2,NVP-AEW541,0.85,83.93374153
LGMN,NVP-AEW541,0.85,83.93374153
MPHOSPH10,NVP-AEW541,0.85,83.93374153
MYL9,NVP-AEW541,0.85,100
PFN1,NVP-AEW541,0.85,83.93374153
PLSCR1,NVP-AEW541,0.85,83.93374153
RSU1,NVP-AEW541,0.85,83.93374153
SVIL,NVP-AEW541,0.85,83.93374153
YWHAH,NVP-AEW541,0.85,100
NMI,NVP-AEW541,0.85,82.79404249
XAF1,NVP-AEW541,0.85,82.79404249
TMEM97,NVP-AEW541,1,90.58533646
CASP4,NVP-AEW541,0.875,97.59137204
PROCR,NVP-AEW541,0.875,100
SIDT1,NVP-AEW541,0.875,88.30576504
ANPEP,NVP-AEW541,1,100
ALDH2,NVP-AEW541,1,82.79404249
FDPS,NVP-AEW541,1,82.79404249
ITGB5,NVP-AEW541,1,82.79404249
PSME2,NVP-AEW541,1,82.79404249
GLUL,NVP-AEW541,1,84.06274775
LTBR,NVP-AEW541,1,84.06274775
TGFBR3,NVP-AEW541,1,84.06274775
TSC1,NVP-AEW541,1,100
TXN,NVP-AEW541,1,84.06274775
WDR43,NVP-AEW541,1,84.06274775
OSGIN1,NVP-AEW541,1,98.7810055
EIF1,NVP-AEW541,1,98.49076399
STARD7,NVP-AEW541,1,82.79404249
ATP2B1,NVP-AEW541,1,100
BCAN,NVP-AEW541,1,100
DDIT4,NVP-AEW541,1,100
FASN,NVP-AEW541,1,100
GPI,NVP-AEW541,1,100
GPX2,NVP-AEW541,1,100
INHBB,NVP-AEW541,1,100
SNRPA,NVP-AEW541,1,100
SSPN,NVP-AEW541,1,100
SUCLG1,NVP-AEW541,1,100
FOSB,NVP-AEW541,0.9,88.30576504
PUS1,NVP-AEW541,0.9,86.97302264
SERPINA10,NVP-AEW541,0.9,86.97302264
AQP3,NVP-AEW541,0.85,82.79404249
IGFBP2,NVP-AEW541,0.85,82.79404249
PTGS2,NVP-AEW541,0.85,100
SHC1,NVP-AEW541,0.85,98.49076399
TNFAIP3,NVP-AEW541,0.85,82.79404249
CDKN2B,NVP-AEW541,0.85,82.79404249
DDX21,NVP-AEW541,0.85,98.49076399
IARS,NVP-AEW541,0.85,82.79404249
IL17RB,NVP-AEW541,0.85,82.79404249
MAPK11,NVP-AEW541,0.85,82.79404249
NDUFAF4,NVP-AEW541,0.85,82.79404249
RAN,NVP-AEW541,0.85,82.79404249
SLC25A3,NVP-AEW541,0.85,100
BTG2,NVP-AEW541,0.85,95.13642722
ACAA1,NVP-AEW541,0.8,84.15701143
DHCR24,NVP-AEW541,0.8,84.15701143
ELOVL6,NVP-AEW541,0.8,84.15701143
HTRA1,NVP-AEW541,0.8,100
INPPL1,NVP-AEW541,0.8,98.61031803
ITGA10,NVP-AEW541,0.8,84.15701143
NEGR1,NVP-AEW541,0.8,84.15701143
SEMA3B,NVP-AEW541,0.8,84.15701143
CNN3,NVP-AEW541,0.8,100
COL3A1,NVP-AEW541,0.8,85.3198951
ELF1,NVP-AEW541,0.8,100
FSTL1,NVP-AEW541,0.8,85.3198951
IPO4,NVP-AEW541,0.8,85.3198951
LOX,NVP-AEW541,0.8,85.3198951
NPY4R,NVP-AEW541,0.8,85.3198951
PLOD2,NVP-AEW541,0.8,85.3198951
VIM,NVP-AEW541,0.8,85.3198951
BHLHE40,NVP-AEW541,1,85.34300782
EPB41L2,NVP-AEW541,1,100
KPNA2,NVP-AEW541,1,85.34300782
NLRC5,NVP-AEW541,1,85.34300782
PARP9,NVP-AEW541,1,85.34300782
A2M,NVP-AEW541,0.825,84.06274775
C1QBP,NVP-AEW541,0.825,84.06274775
CD83,NVP-AEW541,0.825,84.06274775
CLU,NVP-AEW541,0.825,84.06274775
HNRNPC,NVP-AEW541,0.825,84.06274775
MATN2,NVP-AEW541,0.825,84.06274775
SERINC1,NVP-AEW541,0.825,84.06274775
SPHK1,NVP-AEW541,0.825,84.06274775
VWA5A,NVP-AEW541,1,82.79404249
SLC7A1,NVP-AEW541,0.8,90.01529224
AMH,NVP-AEW541,0.8,82.79404249
CASP1,NVP-AEW541,0.8,98.49076399
CDKN2D,NVP-AEW541,0.8,82.79404249
FOS,NVP-AEW541,0.8,82.79404249
HES1,NVP-AEW541,0.8,82.79404249
JUNB,NVP-AEW541,0.8,82.79404249
LPAR1,NVP-AEW541,0.8,82.79404249
MYC,NVP-AEW541,0.8,82.79404249
RPL36,NVP-AEW541,0.8,82.79404249
RPL6,NVP-AEW541,0.8,82.79404249
RRP8,NVP-AEW541,0.8,82.79404249
ZFP36,NVP-AEW541,0.8,82.79404249
FHL1,NVP-AEW541,0.9,87.38838945
ZC3H12A,NVP-AEW541,0.9,100
KCNN1,NVP-AEW541,1,88.58909795
IGFBP1,NVP-AEW541,0.9,84.15701143
KLF9,NVP-AEW541,1,84.06274775
PA2G4,NVP-AEW541,1,84.06274775
JUP,NVP-AEW541,0.9,87.56321102
RDH11,NVP-AEW541,0.9,87.56321102
ATP2A2,NVP-AEW541,0.8,100
GABARAPL1,NVP-AEW541,1,98.71232142
SORBS3,NVP-AEW541,1,85.3198951
VASP,NVP-AEW541,1,85.3198951
GJA1,NVP-AEW541,0.95,88.30576504
USP1,NVP-AEW541,1,89.62829085
FN1,NVP-AEW541,0.8,98.49076399
IER5,NVP-AEW541,0.8,82.79404249
IRF1,NVP-AEW541,0.8,82.79404249
TRIM21,NVP-AEW541,0.8,82.79404249
ACADSB,Olaparib,1,100
APLP1,Olaparib,1,91.39702125
CALR,Olaparib,1,100
CDH1,Olaparib,1,82.79404249
CLDN7,Olaparib,1,82.79404249
COL3A1,Olaparib,1,82.79404249
CPT1A,Olaparib,1,100
ELF1,Olaparib,1,82.79404249
F2RL1,Olaparib,1,82.79404249
GALNT3,Olaparib,1,82.79404249
HSD17B10,Olaparib,1,82.79404249
IGFBP2,Olaparib,1,98.49076399
KRT13,Olaparib,1,82.79404249
LAMA3,Olaparib,1,82.79404249
LAMB3,Olaparib,1,98.49076399
LAMC2,Olaparib,1,82.79404249
MAPK13,Olaparib,1,82.79404249
MPZL2,Olaparib,1,82.79404249
MRPL34,Olaparib,1,82.79404249
PTPN6,Olaparib,1,82.79404249
RNF144B,Olaparib,1,82.79404249
RRAD,Olaparib,1,96.98152798
SERPINB5,Olaparib,1,98.49076399
SFN,Olaparib,1,82.79404249
SHC1,Olaparib,1,82.79404249
ST14,Olaparib,1,82.79404249
TGFA,Olaparib,1,82.79404249
TSKU,Olaparib,1,82.79404249
YIF1A,Olaparib,1,82.79404249
CAV1,Olaparib,1,88.30576504
EHD1,Olaparib,1,100
HTRA1,Olaparib,1,86.97302264
MET,Olaparib,1,86.97302264
MYL9,Olaparib,1,88.30576504
PANX1,Olaparib,1,88.30576504
BMP1,Olaparib,1,84.93183606
CDH3,Olaparib,1,84.93183606
CLDN4,Olaparib,1,84.93183606
FSTL3,Olaparib,1,84.93183606
GJB3,Olaparib,1,84.93183606
GNA15,Olaparib,1,84.93183606
GOSR2,Olaparib,1,84.93183606
IL1A,Olaparib,1,84.93183606
INHBB,Olaparib,1,84.93183606
ITGA2,Olaparib,1,84.93183606
KRT15,Olaparib,1,84.93183606
KRT19,Olaparib,1,84.93183606
LAD1,Olaparib,1,84.93183606
MAST4,Olaparib,1,84.93183606
P2RY2,Olaparib,1,84.93183606
PFN2,Olaparib,1,84.93183606
PTGS2,Olaparib,1,98.67828247
RHOD,Olaparib,1,84.93183606
TIAM1,Olaparib,1,84.93183606
TNFAIP8,Olaparib,1,91.1442005
TNNI1,Olaparib,1,84.93183606
TPM2,Olaparib,1,84.93183606
TRIM29,Olaparib,1,84.93183606
TRIP10,Olaparib,1,84.93183606
TSPAN1,Olaparib,1,84.93183606
UPP1,Olaparib,1,84.93183606
UQCR11,Olaparib,1,84.93183606
VAMP8,Olaparib,1,100
ADAM9,Olaparib,1,88.45911128
ELF3,Olaparib,1,90.79747043
GJA1,Olaparib,1,100
SYK,Olaparib,1,88.45911128
KCNMB2,Olaparib,1,88.033219
NDUFS2,Olaparib,1,88.033219
ACADVL,Olaparib,1,84.15701143
ARFGAP1,Olaparib,1,84.15701143
CLDN5,Olaparib,1,100
FKBP14,Olaparib,1,97.22063607
HSPB8,Olaparib,1,98.61031803
KRT18,Olaparib,1,84.15701143
NOTCH1,Olaparib,1,98.61031803
RETSAT,Olaparib,1,84.15701143
TBC1D30,Olaparib,1,84.15701143
ATP6V1E1,Olaparib,1,88.033219
COL17A1,Olaparib,1,88.033219
DEF6,Olaparib,1,89.38220746
F3,Olaparib,1,100
RAC2,Olaparib,1,95.30060098
KRT8,Olaparib,1,88.033219
SDC1,Olaparib,1,92.73261802
COL5A2,Olaparib,1,90.89628153
ETS2,Olaparib,1,81.60290797
FBLN1,Olaparib,1,81.60290797
LDLR,Olaparib,1,81.60290797
MALL,Olaparib,1,81.60290797
PKP3,Olaparib,1,100
PLEK2,Olaparib,1,82.76934849
ADAM8,Olaparib,1,82.79404249
AKAP12,Olaparib,1,98.49076399
CD9,Olaparib,1,82.79404249
EMP1,Olaparib,1,82.79404249
ITGB4,Olaparib,1,82.79404249
ITGBL1,Olaparib,1,82.79404249
MAP3K1,Olaparib,1,82.79404249
MGST3,Olaparib,1,82.79404249
PRKAB1,Olaparib,1,82.79404249
SERPINB2,Olaparib,1,82.79404249
TIMM13,Olaparib,1,82.79404249
TIMP1,Olaparib,1,100
WIPI1,Olaparib,1,82.79404249
AREG,Olaparib,1,90.47275645
MREG,Olaparib,1,91.66855073
NDUFB7,Olaparib,1,90.47275645
ATP6V0B,Olaparib,1,100
GRB7,Olaparib,1,87.53430025
PHLDA2,Olaparib,1,98.95453277
ACAA2,Olaparib,1,88.88770269
H2AFJ,Olaparib,1,90.14036712
BDNF,Olaparib,1,82.79404249
G0S2,Olaparib,1,82.79404249
IDH2,Olaparib,1,82.79404249
LLGL2,Olaparib,1,82.79404249
RB1,Olaparib,1,82.79404249
SGCB,Olaparib,1,100
SMAD3,Olaparib,1,98.49076399
TCN2,Olaparib,1,82.79404249
DGKA,Olaparib,1,92.37425378
ENG,Olaparib,1,84.30554042
ALDH1A3,Olaparib,1,86.97302264
CXXC1,Olaparib,1,86.97302264
SKAP2,Olaparib,1,86.48677357
NDUFA6,Olaparib,1,89.62829085
CALU,Olaparib,1,82.9637089
GADD45A,Olaparib,1,89.62829085
EPS8L2,Olaparib,1,81.65691526
FERMT2,Olaparib,1,81.65691526
MLPH,Olaparib,1,81.65691526
AGR2,Olaparib,1,84.93183606
AQP3,Olaparib,1,84.93183606
CASP7,Olaparib,1,100
CELSR1,Olaparib,1,84.93183606
PCDH1,Olaparib,1,84.93183606
PMP22,Olaparib,1,84.93183606
UQCRQ,Olaparib,1,84.93183606
ADORA2B,Olaparib,1,88.033219
ICAM2,Olaparib,1,89.38220746
GADD45G,Olaparib,1,82.79404249
GPRC5B,Olaparib,1,82.79404249
ZBTB17,Olaparib,1,82.79404249
AMIGO2,Olaparib,1,90.79747043
FSTL1,Olaparib,1,100
NDUFS8,Olaparib,1,85.3198951
TIMM17A,Olaparib,1,85.3198951
TNFAIP2,Olaparib,1,85.3198951
LSM4,Olaparib,1,100
FSCN1,Olaparib,1,83.93374153
MRPS11,Olaparib,1,83.93374153
MXD1,Olaparib,1,83.93374153
PVR,Olaparib,1,83.93374153
COX7A2L,Olaparib,1,86.25355359
EXOSC1,Olaparib,1,86.25355359
PLA2G16,Olaparib,1,86.25355359
ETFB,Olaparib,1,98.49076399
OAT,Olaparib,1,82.79404249
RHOT2,Olaparib,1,98.49076399
MRPL11,Olaparib,1,85.3198951
EPHB2,Olaparib,1,82.79404249
COX7A2,Olaparib,1,100
IL1B,Olaparib,1,86.68423054
LCP1,Olaparib,1,88.033219
KCNK5,Olaparib,1,90.68860349
HCCS,Olaparib,1,93.3528428
PLAU,Olaparib,1,81.75400518
SEC11A,Olaparib,1,87.55342399
SLC27A2,Olaparib,1,81.75400518
ATP6V1G1,Olaparib,1,85.27249175
KLF4,Olaparib,1,88.55888779
LDHB,Olaparib,1,87.38838945
GPX4,Olaparib,1,83.93374153
SLC7A5,Olaparib,1,83.93374153
ATP6V1F,Olaparib,1,80.73593222
FH,Olaparib,1,100
POLR2F,Olaparib,1,82.70079327
NDUFC2,Olaparib,1,84.15701143
KAZN,Olaparib,1,82.79404249
NDUFB2,Olaparib,1,82.79404249
ITGAV,Olaparib,1,84.15701143
VIM,Olaparib,1,84.15701143
WWC1,Olaparib,1,84.15701143
CD44,Olaparib,1,85.34300782
COX15,Olaparib,1,85.34300782
DNAJB9,Olaparib,1,82.79404249
PTGES,Olaparib,1,92.73261802
SDHB,Olaparib,1,93.35354381
HBEGF,Olaparib,1,100
ITGB2,Olaparib,1,82.79404249
MEST,Olaparib,1,82.79404249
UQCRB,Olaparib,1,82.79404249
BLVRB,Omipalisib,0.8,89.60774496
IL15RA,Omipalisib,0.8,88.42338369
LGALS1,Omipalisib,0.8,88.42338369
MDK,Omipalisib,0.8,87.23902241
PABPC1,Omipalisib,0.8,89.60774496
PLK1,Omipalisib,0.8,100
TIPIN,Omipalisib,0.8,88.42338369
ARPC2,Omipalisib,0.8,82.79404249
ASF1B,Omipalisib,0.8,82.79404249
BUB3,Omipalisib,0.8,82.79404249
CTGF,Omipalisib,0.8,82.79404249
CUL4A,Omipalisib,0.8,82.79404249
CYR61,Omipalisib,0.8,82.79404249
ECH1,Omipalisib,0.8,82.79404249
GCNT2,Omipalisib,0.8,82.79404249
GLRX,Omipalisib,0.8,82.79404249
HMGCR,Omipalisib,0.8,82.79404249
HSP90AB1,Omipalisib,0.8,98.49076399
IFI44L,Omipalisib,0.8,82.79404249
ILF3,Omipalisib,0.8,82.79404249
INCENP,Omipalisib,0.8,98.49076399
IRF9,Omipalisib,0.8,82.79404249
KIF11,Omipalisib,0.8,100
KIF20B,Omipalisib,0.8,100
LOX,Omipalisib,0.8,82.79404249
MARCKS,Omipalisib,0.8,82.79404249
NOLC1,Omipalisib,0.8,82.79404249
PNO1,Omipalisib,0.8,82.79404249
PPM1G,Omipalisib,0.8,82.79404249
PSMB3,Omipalisib,0.8,82.79404249
PSMD1,Omipalisib,0.8,82.79404249
TNFRSF12A,Omipalisib,0.8,82.79404249
TPX2,Omipalisib,0.8,98.49076399
YWHAH,Omipalisib,0.8,82.79404249
AIMP2,Omipalisib,0.8,84.15701143
CCND1,Omipalisib,0.8,100
CHAF1A,Omipalisib,0.8,84.15701143
CKS1B,Omipalisib,0.8,84.15701143
DDX39A,Omipalisib,0.8,84.15701143
DIAPH3,Omipalisib,0.8,100
DNMT1,Omipalisib,0.8,84.15701143
EIF3B,Omipalisib,0.8,84.15701143
EIF4G2,Omipalisib,0.8,97.22063607
EPB41L2,Omipalisib,0.8,84.15701143
EXOSC8,Omipalisib,0.8,84.15701143
HDAC2,Omipalisib,0.8,84.15701143
JUN,Omipalisib,0.8,100
LIG1,Omipalisib,0.8,100
MRPL9,Omipalisib,0.8,84.15701143
NNMT,Omipalisib,0.8,84.15701143
PTGES3,Omipalisib,0.8,84.15701143
RXRA,Omipalisib,0.8,84.15701143
SERTAD1,Omipalisib,0.8,84.15701143
SOD2,Omipalisib,0.8,84.15701143
STIP1,Omipalisib,0.8,84.15701143
TMPO,Omipalisib,0.8,84.15701143
TXNRD1,Omipalisib,0.8,84.15701143
VBP1,Omipalisib,0.8,84.15701143
VDAC3,Omipalisib,0.8,84.15701143
WEE1,Omipalisib,0.8,84.15701143
ABCF2,Omipalisib,0.95,86.97302264
APEX1,Omipalisib,0.95,98.79568602
LEPR,Omipalisib,0.95,86.97302264
NME1,Omipalisib,0.95,86.97302264
NOP2,Omipalisib,0.95,100
CCNG1,Omipalisib,1,87.69616171
CDA,Omipalisib,1,87.69616171
CDC25A,Omipalisib,1,87.69616171
CORO1A,Omipalisib,1,87.69616171
CUL1,Omipalisib,1,87.69616171
IPO4,Omipalisib,1,100
LSM8,Omipalisib,1,87.69616171
M6PR,Omipalisib,1,87.69616171
RSU1,Omipalisib,1,87.69616171
VLDLR,Omipalisib,1,87.69616171
WASL,Omipalisib,1,87.69616171
ARPC5L,Omipalisib,0.8,82.79404249
FBN1,Omipalisib,0.8,82.79404249
HNRNPD,Omipalisib,0.8,98.49076399
IRS1,Omipalisib,0.8,82.79404249
ITGA5,Omipalisib,0.8,82.79404249
LAMC1,Omipalisib,0.8,82.79404249
LSM7,Omipalisib,0.8,82.79404249
MCM3,Omipalisib,0.8,82.79404249
NCL,Omipalisib,0.8,82.79404249
NPM1,Omipalisib,0.8,82.79404249
NUDT21,Omipalisib,0.8,82.79404249
NUFIP1,Omipalisib,0.8,82.79404249
PA2G4,Omipalisib,0.8,82.79404249
PAPSS2,Omipalisib,0.8,82.79404249
PLOD2,Omipalisib,0.8,98.49076399
POLD3,Omipalisib,0.8,82.79404249
POLR3G,Omipalisib,0.8,82.79404249
PRKCA,Omipalisib,0.8,82.79404249
RCL1,Omipalisib,0.8,82.79404249
RHOF,Omipalisib,0.8,82.79404249
RPS10,Omipalisib,0.8,82.79404249
SF3A1,Omipalisib,0.8,82.79404249
SMARCC1,Omipalisib,0.8,82.79404249
TOMM40,Omipalisib,0.8,82.79404249
U2AF1,Omipalisib,0.8,100
ACLY,Omipalisib,1,82.79404249
BRCA1,Omipalisib,1,82.79404249
KPNB1,Omipalisib,1,82.79404249
MGLL,Omipalisib,1,82.79404249
ILF2,Omipalisib,1,85.12839665
INSIG1,Omipalisib,1,85.12839665
NUMA1,Omipalisib,1,100
SLC25A3,Omipalisib,1,85.12839665
TRAIP,Omipalisib,1,85.12839665
TSPAN4,Omipalisib,1,85.12839665
ATXN1,Omipalisib,1,86.43287269
DYRK1A,Omipalisib,1,86.43287269
TK1,Omipalisib,1,86.43287269
TRO,Omipalisib,1,86.43287269
COPS5,Omipalisib,0.825,90.68860349
EZH2,Omipalisib,0.825,89.50559238
HPRT1,Omipalisib,0.825,90.68860349
NEK7,Omipalisib,0.825,90.68860349
ALDH3A1,Omipalisib,0.85,82.79404249
ANGPTL3,Omipalisib,0.85,82.79404249
BIRC5,Omipalisib,0.85,82.79404249
CNN2,Omipalisib,0.85,82.79404249
CSTF2,Omipalisib,0.85,82.79404249
DBF4,Omipalisib,0.85,82.79404249
DSCC1,Omipalisib,0.85,82.79404249
EEF1E1,Omipalisib,0.85,82.79404249
FBXO5,Omipalisib,0.85,82.79404249
IGF1R,Omipalisib,0.85,82.79404249
KIF4A,Omipalisib,0.85,82.79404249
MKI67,Omipalisib,0.85,82.79404249
MYBL2,Omipalisib,0.85,98.49076399
NQO1,Omipalisib,0.85,82.79404249
NUP205,Omipalisib,0.85,82.79404249
PPRC1,Omipalisib,0.85,82.79404249
PRIM2,Omipalisib,0.85,82.79404249
PRKDC,Omipalisib,0.85,98.49076399
RFC3,Omipalisib,0.85,82.79404249
TGFBI,Omipalisib,0.85,82.79404249
UGDH,Omipalisib,0.85,82.79404249
MAN1A1,Omipalisib,1,80.35932093
PDLIM5,Omipalisib,1,100
HSD11B2,Omipalisib,1,92.07850572
PSMB2,Omipalisib,1,92.07850572
QDPR,Omipalisib,1,92.07850572
UBE2T,Omipalisib,1,92.07850572
WARS,Omipalisib,1,92.07850572
CIT,Omipalisib,0.8,82.79404249
GEM,Omipalisib,0.8,82.79404249
HMOX1,Omipalisib,0.8,82.79404249
ITGB4,Omipalisib,0.8,82.79404249
KARS,Omipalisib,0.8,82.79404249
LTA4H,Omipalisib,0.8,82.79404249
MYBBP1A,Omipalisib,0.8,82.79404249
PHB,Omipalisib,0.8,82.79404249
RPL6,Omipalisib,0.8,82.79404249
RPLP0,Omipalisib,0.8,82.79404249
RRP12,Omipalisib,0.8,82.79404249
SCN8A,Omipalisib,0.8,96.98152798
SNRPA1,Omipalisib,0.8,82.79404249
TES,Omipalisib,0.8,82.79404249
WNT5A,Omipalisib,0.8,82.79404249
COL17A1,Omipalisib,0.8,97.76143423
FAM129A,Omipalisib,0.8,100
HMGA1,Omipalisib,0.8,89.13144142
IDH1,Omipalisib,0.8,86.65415428
KCNN1,Omipalisib,0.8,87.89279785
SPP1,Omipalisib,0.8,87.89279785
BRCA2,Omipalisib,0.8,88.033219
PRPS1,Omipalisib,0.8,88.033219
SQLE,Omipalisib,0.8,89.38220746
UNG,Omipalisib,0.8,89.38220746
C1QBP,Omipalisib,0.85,85.3198951
CCT4,Omipalisib,0.85,85.3198951
CDK1,Omipalisib,0.85,85.3198951
CDK2,Omipalisib,0.85,98.71232142
CDK8,Omipalisib,0.85,85.3198951
DEK,Omipalisib,0.85,85.3198951
EBP,Omipalisib,0.85,85.3198951
EEF1B2,Omipalisib,0.85,85.3198951
F10,Omipalisib,0.85,85.3198951
FBL,Omipalisib,0.85,85.3198951
GNL3,Omipalisib,0.85,85.3198951
H2AFX,Omipalisib,0.85,85.3198951
HSPA8,Omipalisib,0.85,85.3198951
HSPE1,Omipalisib,0.85,85.3198951
LMNB1,Omipalisib,0.85,85.3198951
MAD2L1,Omipalisib,0.85,85.3198951
MRPL23,Omipalisib,0.85,85.3198951
MYC,Omipalisib,0.85,85.3198951
NAP1L1,Omipalisib,0.85,85.3198951
ODF2,Omipalisib,0.85,100
PDAP1,Omipalisib,0.85,85.3198951
PSMA1,Omipalisib,0.85,85.3198951
PSMG1,Omipalisib,0.85,85.3198951
PWP1,Omipalisib,0.85,85.3198951
RAN,Omipalisib,0.85,85.3198951
RPL22,Omipalisib,0.85,100
RRM2,Omipalisib,0.85,85.3198951
SGK1,Omipalisib,0.85,85.3198951
SMC2,Omipalisib,0.85,85.3198951
SSRP1,Omipalisib,0.85,85.3198951
TOP2A,Omipalisib,0.85,85.3198951
VTN,Omipalisib,0.85,85.3198951
AKR1C2,Omipalisib,1,85.3198951
DCK,Omipalisib,1,85.3198951
FGF2,Omipalisib,1,100
ICAM1,Omipalisib,1,85.3198951
NFIB,Omipalisib,1,85.3198951
PITPNB,Omipalisib,1,85.3198951
RAC2,Omipalisib,1,85.3198951
SLC37A4,Omipalisib,1,85.3198951
SNAI2,Omipalisib,1,85.3198951
TSC1,Omipalisib,1,85.3198951
UTP20,Omipalisib,1,85.3198951
AP3S1,Omipalisib,1,98.69552396
DTYMK,Omipalisib,1,85.12839665
NEXN,Omipalisib,1,100
NINJ1,Omipalisib,1,85.12839665
RFC2,Omipalisib,1,98.69552396
STARD7,Omipalisib,1,85.12839665
TIMELESS,Omipalisib,1,85.12839665
ING3,Omipalisib,1,91.76700047
KYNU,Omipalisib,1,90.58533646
AKR1C3,Omipalisib,0.85,82.79404249
CCT3,Omipalisib,0.85,82.79404249
CDKN2A,Omipalisib,0.85,82.79404249
CYP51A1,Omipalisib,0.85,82.79404249
DAB2,Omipalisib,0.85,82.79404249
DKC1,Omipalisib,0.85,100
EIF4H,Omipalisib,0.85,82.79404249
EXOSC7,Omipalisib,0.85,82.79404249
GCLM,Omipalisib,0.85,82.79404249
HMGB2,Omipalisib,0.85,82.79404249
HMMR,Omipalisib,0.85,82.79404249
HNRNPU,Omipalisib,0.85,82.79404249
HUS1,Omipalisib,0.85,100
IDUA,Omipalisib,0.85,82.79404249
IL1R1,Omipalisib,0.85,82.79404249
MCM7,Omipalisib,0.85,100
MGST1,Omipalisib,0.85,82.79404249
NR4A2,Omipalisib,0.85,100
POLE3,Omipalisib,0.85,82.79404249
PSMA2,Omipalisib,0.85,82.79404249
SERPINE2,Omipalisib,0.85,82.79404249
STC1,Omipalisib,0.85,82.79404249
SYNE1,Omipalisib,0.85,82.79404249
SYNPO,Omipalisib,0.85,82.79404249
THBS2,Omipalisib,0.85,82.79404249
DDX18,Omipalisib,0.8,86.97302264
PPA1,Omipalisib,0.8,86.97302264
SET,Omipalisib,0.8,88.30576504
TIMP3,Omipalisib,0.8,86.97302264
WDR43,Omipalisib,0.8,86.97302264
ICAM2,Omipalisib,0.95,100
MATN2,Omipalisib,0.95,84.13288848
SMAD3,Omipalisib,1,100
VCAN,Omipalisib,1,96.14814027
CDC42BPA,Omipalisib,0.8,89.38220746
ORC6,Omipalisib,0.8,89.38220746
PSPH,Omipalisib,0.8,88.033219
DAPP1,Omipalisib,0.9,100
EFEMP1,Omipalisib,0.9,100
ITGA2,Omipalisib,0.9,85.3198951
BCAT1,Omipalisib,1,89.62829085
DDX21,Omipalisib,1,83.15845987
PAICS,Omipalisib,1,83.15845987
PHB2,Omipalisib,1,97.46666914
TUBG1,Omipalisib,1,83.15845987
BUB1,Omipalisib,0.8,82.79404249
DBP,Omipalisib,0.8,82.79404249
EIF2S1,Omipalisib,0.8,89.88778523
FHL2,Omipalisib,0.8,82.79404249
GLO1,Omipalisib,0.8,82.79404249
LYAR,Omipalisib,0.8,82.79404249
MELK,Omipalisib,0.8,82.79404249
PIK3R3,Omipalisib,0.8,82.79404249
PSME3,Omipalisib,0.8,82.79404249
RPS3,Omipalisib,0.8,82.79404249
SNRPG,Omipalisib,0.8,82.79404249
TTK,Omipalisib,0.8,82.79404249
TXNL4A,Omipalisib,0.8,100
UBE2C,Omipalisib,0.8,82.79404249
CXCL1,Omipalisib,1,85.13349924
FSTL1,Omipalisib,1,85.13349924
MLLT11,Omipalisib,1,85.13349924
POP7,Omipalisib,1,85.13349924
ABCE1,Omipalisib,0.85,81.24294214
NPY4R,Omipalisib,1,98.71232142
STAT1,Omipalisib,1,85.3198951
ABCC1,Omipalisib,0.85,86.25355359
AURKA,Omipalisib,0.85,100
CCT7,Omipalisib,0.85,86.25355359
COL12A1,Omipalisib,0.85,86.25355359
FERMT2,Omipalisib,0.85,86.25355359
GLRX2,Omipalisib,0.85,86.25355359
GMPS,Omipalisib,0.85,86.25355359
MTHFR,Omipalisib,0.85,86.25355359
SLIT2,Omipalisib,0.85,86.25355359
CKS2,Omipalisib,0.8,89.38220746
ELOVL5,Omipalisib,0.8,89.38220746
CCNE1,Omipalisib,0.8,82.79404249
GINS2,Omipalisib,0.8,82.79404249
MCM4,Omipalisib,0.8,82.79404249
PRC1,Omipalisib,0.8,82.79404249
PSMA7,Omipalisib,0.8,82.79404249
PSMD3,Omipalisib,0.8,82.79404249
RPL14,Omipalisib,0.8,82.79404249
SRM,Omipalisib,0.8,82.79404249
TFDP1,Omipalisib,0.8,82.79404249
NCAPD2,Omipalisib,0.85,82.20079246
PABPC4,Omipalisib,0.85,83.28725474
PGD,Omipalisib,0.85,83.28725474
JUNB,Omipalisib,1,88.033219
CDC20,Omipalisib,0.85,89.50559238
