cell_line,agent,type,Subtype1,Subtype2,GR50,GRmax,GR_AOC,GEC50,Grinf,h_GR,r2_GR,pval_GR,flat_fit_GR,IC50,Emax,AUC,EC50,Einf,h,r2_IC,pval_IC,flat_fit_IC,MedianGR50,SubMedianGR50,MedianGR50,SubMedianGR50,MedianGRmax
TFK-1,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,10,1,0.008324265,0,1.000146084,0.01,-0.082937561,1,0.989235936,10,1.000029556,0.994262275,0,1.000029556,0.01,-0.083970459,1,0.992599251,0.929533355,0.070466645,0.929533355,0.070466645,0.137066267
YSCCC,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,10,1,-0.060778845,0,1.013864912,0.01,-6.628628907,1,1.057901918,10,1.008625438,1.038193441,0,1.008625438,0.01,-6.603886392,1,1.036386299,0.929533355,0.070466645,0.929533355,0.070466645,0.137066267
HuCCA-1,Palbociclib,Targeted drug,CDK,CDK4_6,0.466979887,0.092836407,0.394535096,1.112565755,-0.36932311,0.93989261,0.94016084,0.001090868,NA,0.50406306,0.255568941,0.634034897,0.380570104,0.131220438,1.050370546,0.913809361,0.003144702,NA,-0.57227713,0.241575306,-0.57227713,0.241575306,0.139609866
HuCCT-1,Palbociclib,Targeted drug,CDK,CDK4_6,0.116714198,0.105462261,0.611711907,0.142951023,-0.068026375,0.601878422,0.991048243,0.0000106,NA,0.043925712,0.118822298,0.289914879,0.035619277,0.066572166,0.690861237,0.989530498,0.0000138,NA,-0.57227713,-0.36059918,-0.57227713,-0.36059918,0.139609866
HuH-28,Palbociclib,Targeted drug,CDK,CDK4_6,2,0.861187649,-0.121330304,0,1.100591477,0.01,-0.630185125,0.864294842,1.041808302,2,0.906394792,1.080758183,0,1.066966296,0.01,-0.641589412,0.901098903,1.032003268,-0.57227713,0.873307126,-0.57227713,0.873307126,0.139609866
KKU-055,Palbociclib,Targeted drug,CDK,CDK4_6,2,0.448897023,0.340002584,0.78146355,0.345099015,0.306534361,0.796255872,0.02532003,NA,0.096759098,0.248170233,0.468251321,0.069325977,0.22361434,2.027013523,0.816291522,0.017060196,NA,-0.57227713,0.873307126,-0.57227713,0.873307126,0.139609866
KKU-100,Palbociclib,Targeted drug,CDK,CDK4_6,0.564470298,0.253995784,0.390941807,2.599803645,-0.543619498,0.570235212,0.982791222,0.0000406,NA,0.213463622,0.178575216,0.477888292,0.213463622,0,0.652554053,0.968641646,0.000177316,NA,-0.57227713,0.323918225,-0.57227713,0.323918225,0.139609866
KKU-156,Palbociclib,Targeted drug,CDK,CDK4_6,0.267745925,0.137809661,0.487916817,0.257868325,0.01090062,0.893105495,0.970078176,0.000194435,NA,0.063031127,0.038955596,0.26823766,0.063031127,0,0.912951329,0.962172554,0.000284302,NA,-0.57227713,0,-0.57227713,0,0.139609866
KKU-213,Palbociclib,Targeted drug,CDK,CDK4_6,0.493477532,0.332453518,0.381121468,0.192040761,0.307837939,1.147553975,0.956631989,0.00071345,NA,0.143451152,0.158503692,0.426684419,0.109032479,0.128828222,1.123204496,0.958558336,0.000599453,NA,-0.57227713,0.265544514,-0.57227713,0.265544514,0.139609866
KKU-214,Palbociclib,Targeted drug,CDK,CDK4_6,0.172822996,0.090472582,0.56360862,0.160072622,0.042473665,1.135707504,0.99400639,0.00000574,NA,0.080388379,0.078105722,0.304464995,0.071660513,0.070590698,1.322108393,0.995149928,0.00000281,NA,-0.57227713,-0.19012134,-0.57227713,-0.19012134,0.139609866
KKK-D068,Palbociclib,Targeted drug,CDK,CDK4_6,1.981097033,0.474005899,0.142419829,7.456503973,-1,1.274098937,0.926477226,0.001541991,NA,1.875968378,0.467028287,0.838838958,1.875968378,0,1.375578071,0.904176345,0.00300679,NA,-0.57227713,0.869182878,-0.57227713,0.869182878,0.139609866
KKK-D131,Palbociclib,Targeted drug,CDK,CDK4_6,0.111728109,0.139609866,0.614950002,0.089196797,0.083904302,0.858302881,0.986316665,0.0000368,NA,0.058215235,0.150110133,0.310986239,0.041970972,0.123911196,0.904561023,0.987902309,0.0000478,NA,-0.57227713,-0.379560421,-0.57227713,-0.379560421,0.139609866
KKK-D138,Palbociclib,Targeted drug,CDK,CDK4_6,0.557730848,0.354709873,0.41846116,10,-0.176845508,0.566876326,0.886897913,0.004978037,NA,0.171186838,0.270602982,0.468798466,0.114720904,0.145357565,0.633843307,0.871971754,0.006089764,NA,-0.57227713,0.318701796,-0.57227713,0.318701796,0.139609866
RBE,Palbociclib,Targeted drug,CDK,CDK4_6,0.066349541,0.063695843,0.721217596,0.062313579,0.031990936,1.019346346,0.986996092,0.0000322,NA,0.039834089,0.118056365,0.241804588,0.031970075,0.108055563,1.1232518,0.991491251,0.00000985,NA,-0.57227713,-0.605884947,-0.57227713,-0.605884947,0.139609866
SSP-25,Palbociclib,Targeted drug,CDK,CDK4_6,0.147272218,0.147815471,0.579358861,0.130265838,0.058724344,0.967316691,0.988411559,0.0000371,NA,0.071498365,0.130738668,0.32073587,0.059911254,0.075351222,0.936335182,0.987312976,0.0000424,NA,-0.57227713,-0.259602042,-0.57227713,-0.259602042,0.139609866
TFK-1,Palbociclib,Targeted drug,CDK,CDK4_6,0.114383724,0.127355625,0.614795437,0.154948905,-0.093606328,0.576698378,0.986247006,0.000036,NA,0.068853123,0.187746199,0.359050142,0.055027965,0.063618791,0.56425489,0.986032353,0.0000379,NA,-0.57227713,-0.369358638,-0.57227713,-0.369358638,0.139609866
YSCCC,Palbociclib,Targeted drug,CDK,CDK4_6,0.060110577,0.015490031,0.718387381,0.528128177,-0.289147174,0.870044088,0.940552837,0.001284347,NA,0.122305489,0.290838727,0.451781642,0.08195966,0.206322031,0.888643621,0.933665629,0.001838005,NA,-0.57227713,-0.648771973,-0.57227713,-0.648771973,0.139609866
HuCCA-1,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,10,0.509304513,0.072661397,10,-1,1.505820949,0.902227143,0.000098693,NA,10,0.753682255,0.963180957,10,0,1.505285003,0.901753144,0.000102183,NA,0.855657119,0.144342881,0.855657119,0.144342881,0.161975745
HuCCT-1,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,4.446457946,0.121915213,0.169686214,9.951848716,-0.715508946,1.211989729,0.98663742,1.12E-08,NA,5.23908742,0.301926949,0.846667853,5.23908742,0,1.25483166,0.978327055,0.000000111,NA,0.855657119,-0.20764293,0.855657119,-0.20764293,0.161975745
HuH-28,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,1.422665708,-0.389921594,0.354502363,5.623777221,-1,0.801414772,0.942674093,0.000002705,NA,7.422085982,0.372756606,0.847124286,7.422085982,0,0.813673631,0.94599651,0.00000205,NA,0.855657119,-0.702554256,0.855657119,-0.702554256,0.161975745
KKU-055,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,0.556322439,0.01067251,0.462175615,3.822356139,-0.55030983,0.39506225,0.886414824,0.0000563,NA,0.209310212,0.168469953,0.532427103,0.082066557,0.292632842,0.943630332,0.895228433,0.000039,NA,0.855657119,-1.110330542,0.855657119,-1.110330542,0.161975745
KKU-100,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,10,0.161975745,0.37172069,0,0.610849155,0.01,0.236079962,0.299584719,0.610849155,10,0.434783511,0.731600791,0,0.720635836,0.01,0.217202338,0.33479416,0.720635836,0.855657119,0.144342881,0.855657119,0.144342881,0.161975745
KKU-156,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,7.172278077,-0.051838742,0.081513641,9.717611798,-1,3.619918067,0.99758045,2.72E-12,NA,7.706528233,0.256556072,0.937016418,7.706528233,0,4.07997171,0.995910439,2.82E-11,NA,0.855657119,0,0.855657119,0,0.161975745
KKU-213,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,5.82928243,-0.252005852,0.093489676,7.416186289,-0.686958823,4.056690182,0.999428458,1.71E-14,NA,6.078227484,0.130766451,0.927372114,5.977779469,0.03868982,4.426649099,0.998585823,4.97E-13,NA,0.855657119,-0.090042022,0.855657119,-0.090042022,0.161975745
KKU-214,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,6.964954765,0.222037353,0.077650494,10.4685996,-0.630734663,2.006282711,0.998548815,2.67E-13,NA,7.529878554,0.35265008,0.929575763,7.529878554,0,2.122183373,0.997676498,2.05E-12,NA,0.855657119,-0.012738819,0.855657119,-0.012738819,0.161975745
KKK-D068,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,5.61200833,0.12056164,0.092884759,6.607306432,-0.22251806,2.291297805,0.992463633,3.04E-10,NA,7.563675593,0.39686993,0.933278647,5.914473977,0.217545392,2.322164737,0.990164611,1.01E-09,NA,0.855657119,-0.106538812,0.855657119,-0.106538812,0.161975745
KKK-D131,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,10,0.618218412,0.064168888,10,-1,1.846575264,0.879839195,0.000149405,NA,10,0.751339533,0.957279215,10,0,1.876866436,0.870769591,0.000209938,NA,0.855657119,0.144342881,0.855657119,0.144342881,0.161975745
KKK-D138,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,0.80797659,-0.440576376,0.439333337,5.548437335,-1,0.570198864,0.871673905,0.000098119,NA,1.743480169,0.114534883,0.673371419,1.743480169,0,0.527727894,0.879479517,0.0000746,NA,0.855657119,-0.948258341,0.855657119,-0.948258341,0.161975745
RBE,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,9.717399555,0.440018469,-0.027426645,10,-1,5,0.858652434,0.000157343,NA,10,0.541433795,1.029799316,10,0,5,0.814709306,0.000528395,NA,0.855657119,0.131892941,0.855657119,0.131892941,0.161975745
SSP-25,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,7.197616444,0.2733255,0.103888689,10,-1,1.475697171,0.964252417,0.000000315,NA,7.845406087,0.365588213,0.896883078,7.845406087,0,1.476640043,0.945539282,0.000002065,NA,0.855657119,0.00153158,0.855657119,0.00153158,0.161975745
TFK-1,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,10,0.586381584,0.044292274,10,-1,3.014133721,0.96851975,0.000000305,NA,10,0.719705197,0.969272518,10,0,3.079138361,0.965323185,0.000000479,NA,0.855657119,0.144342881,0.855657119,0.144342881,0.161975745
YSCCC,AZD4547,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,10,0.941061863,-0.039606523,0,0.941061863,0.01,-0.994071364,1,1.034212468,10,0.960500806,1.026819687,0,0.960500806,0.01,-1.000767148,1,1.023183338,0.855657119,0.144342881,0.855657119,0.144342881,0.161975745
HuCCA-1,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,0.657138535,-0.088266681,0.373327466,0.677336008,-0.034085343,2.172476146,0.983476225,4.91E-08,NA,0.936609943,0.290851343,0.747938414,0.601822069,0.326512321,2.392628368,0.981638752,9.35E-08,NA,0.434405894,-0.616748959,0.434405894,-0.616748959,0.199515913
HuCCT-1,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,2.722837818,0.141677922,0.102388978,2.374024288,0.158289931,2.774312243,0.92822635,0.0000122,NA,2.696182703,0.272261535,0.924652284,2.026861543,0.297141586,3.173731739,0.884870209,0.0000949,NA,0.434405894,0.00061588,0.434405894,0.00061588,0.199515913
HuH-28,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,10,0.518776019,-0.209362583,0,1.175364032,0.01,-0.178474833,0.696793357,1.175364032,10,0.806502818,1.078985375,0,1.065644071,0.01,-0.288136523,0.662299277,1.065644071,0.434405894,0.565594106,0.434405894,0.565594106,0.199515913
KKU-055,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,2.818889327,0.225537164,0.12605008,2.096513488,0.223745639,2.0031623,0.944545531,0.00000254,NA,2.193651023,0.252804657,0.881502236,1.551225634,0.284389023,2.424627169,0.905104418,0.000029,NA,0.434405894,0.015672131,0.434405894,0.015672131,0.199515913
KKU-100,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,0.481935997,-0.3678886,0.533533547,0.569419087,-0.344833532,3.147495345,0.993339539,1.90E-10,NA,0.682927126,0.243385872,0.701445274,0.546978978,0.255207055,3.223393685,0.992114823,4.14E-10,NA,0.434405894,-0.751416528,0.434405894,-0.751416528,0.199515913
KKU-156,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,1.544943516,0.118249248,0.182651825,1.339942789,0.140695978,2.321319994,0.940502187,0.00000356,NA,1.150446164,0.155618283,0.84174111,0.980070134,0.190937641,3.002429416,0.870070922,0.000119326,NA,0.434405894,-0.245493288,0.434405894,-0.245493288,0.199515913
KKU-213,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,3.987935088,0.318646074,0.107785593,2.643723605,0.304302832,2.29370988,0.975024617,0.000000119,NA,3.589219263,0.349604703,0.894187804,2.193904115,0.359174822,2.588911482,0.963489095,0.000000661,NA,0.434405894,0.166342187,0.434405894,0.166342187,0.199515913
KKU-214,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,2.667640294,0.199515913,0.106288701,2.221920712,0.203770277,2.868589466,0.93429061,0.000009,NA,3.238748789,0.371800609,0.922863073,2.018265153,0.380222366,3.032846434,0.907495731,0.0000405,NA,0.434405894,-0.008278625,0.434405894,-0.008278625,0.199515913
KKK-D068,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,2.715115408,0.126319907,0.046421184,2.414133724,0.15237928,3.08530692,0.834478924,0.000345625,NA,3.818081083,0.391943796,0.980657646,2.242222761,0.414437393,3.312431157,0.788564207,0.001037971,NA,0.434405894,-0.0006176,0.434405894,-0.0006176,0.199515913
KKK-D131,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,5.277802319,0.233002147,0.026739287,4.713836177,0.144059079,2.92339139,0.896813874,0.000101671,NA,6.176603758,0.385412881,0.987925866,4.210967978,0.342770988,3.049949419,0.856248189,0.000429177,NA,0.434405894,0.288047226,0.434405894,0.288047226,0.199515913
KKK-D138,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,2.718979255,-0.144412609,0.127029334,2.981127856,-0.151797706,2.897418157,0.9519799,0.00000147,NA,3.528215297,0.280158698,0.92287393,2.682073884,0.293680182,3.231125584,0.937487239,0.00000498,NA,0.434405894,0,0.434405894,0,0.199515913
RBE,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,3.257208404,0.307966465,0.28894764,10,-1,0.430636613,0.773896408,0.001988203,NA,3.043715075,0.334022191,0.686732824,3.043715075,0,0.456664603,0.69314876,0.007866721,NA,0.434405894,0.078439653,0.434405894,0.078439653,0.199515913
SSP-25,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,5.281628147,0.268590558,0.071249315,4.444172632,0.169508947,2.398648483,0.970688063,0.000000179,NA,4.841689558,0.308337525,0.933686215,3.588610859,0.272672098,2.630525101,0.952096094,0.0000017,NA,0.434405894,0.288361927,0.434405894,0.288361927,0.199515913
TFK-1,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,1.39012895,0.12334233,0.253292082,1.177899734,0.125655085,1.732795777,0.987772673,4.10E-09,NA,1.163775572,0.212971207,0.750629162,0.854386885,0.23519025,2.054552871,0.981820158,3.85E-08,NA,0.434405894,-0.291350806,0.434405894,-0.291350806,0.199515913
YSCCC,Mycophenolate Mofetil,Targeted drug,Dehydrogenase,Dehydrogenase,1.56618642,0.309240908,0.279383447,0.814994192,0.260601425,1.140539355,0.986143884,8.99E-09,NA,1.89509075,0.383661838,0.731221884,0.654342863,0.342681847,1.125933383,0.981688942,3.73E-08,NA,0.434405894,-0.23956244,0.434405894,-0.23956244,0.199515913
HuCCA-1,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,6.170929837,0.20227149,0.123734619,10,-1,1.386942063,0.982231041,0.000000034,NA,10,0.584074257,0.935017192,10,0,1.395034109,0.981674263,3.95E-08,NA,0.778102415,0.012248194,0.778102415,0.012248194,0.20227149
HuCCT-1,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,2.382340837,0.025938392,0.231824483,3.032448334,-0.186280758,1.315385977,0.999049469,4.12E-14,NA,2.773078803,0.239265199,0.795757822,2.234271049,0.123052227,1.306962568,0.998799227,1.23E-13,NA,0.778102415,-0.40109852,0.778102415,-0.40109852,0.20227149
HuH-28,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,8.536552066,0.427989512,0.050892511,10,-0.3377781,2.318818353,0.95840938,0.000000735,NA,10,0.741860801,0.977085509,10,0.34868939,2.308443365,0.959788578,0.000000627,NA,0.778102415,0.153180079,0.778102415,0.153180079,0.20227149
KKU-055,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,10,0.794916427,0.024435192,10,-0.81917547,1.558968194,0.96682638,0.000000345,NA,10,0.755750564,0.969784548,10,0,1.604274004,0.961111462,0.000000686,NA,0.778102415,0.221897585,0.778102415,0.221897585,0.20227149
KKU-100,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,10,0.950131716,0.142891885,0,0.950131716,0.01,-0.123140733,1,0.861988137,10,0.978078785,0.933459357,0,0.978078785,0.01,-0.123355909,1,0.935735596,0.778102415,0.221897585,0.778102415,0.221897585,0.20227149
KKU-156,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.929791396,-0.150502203,0.274688003,2.976934471,-0.391560783,1.335146934,0.999034239,2.76E-14,NA,2.606577101,0.207396508,0.788559043,2.254772307,0.087718266,1.329135328,0.999054303,2.52E-14,NA,0.778102415,-0.492592049,0.778102415,-0.492592049,0.20227149
KKU-213,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,4.689817291,0.118770373,0.143337278,8.254572525,-0.564646333,1.348055336,0.999062006,2.60E-14,NA,5.484504083,0.303261858,0.873179724,5.484504083,0,1.385585444,0.998573038,1.63E-13,NA,0.778102415,-0.106946491,0.778102415,-0.106946491,0.20227149
KKU-214,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,3.126442264,-0.008711012,0.188712073,3.839573926,-0.211918931,1.722842964,0.997129122,1.01E-11,NA,3.523633426,0.220634836,0.834971802,3.090177434,0.098009118,1.658103603,0.995766624,6.59E-11,NA,0.778102415,-0.283052002,0.778102415,-0.283052002,0.20227149
KKK-D068,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.755748518,-0.324271434,0.31077676,2.326509072,-0.403933852,2.10389468,0.997755937,2.84E-12,NA,2.417347505,0.187105356,0.794627748,2.051572914,0.143828124,2.067377251,0.997139179,7.58E-12,NA,0.778102415,-0.533640104,0.778102415,-0.533640104,0.20227149
KKK-D131,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.762175385,-0.063718382,0.299797068,2.128109082,-0.17829341,1.631410855,0.98313893,1.14E-08,NA,3.439061752,0.353319624,0.809635476,2.042351547,0.273183189,1.518018964,0.980373565,2.25E-08,NA,0.778102415,-0.532053284,0.778102415,-0.532053284,0.20227149
KKK-D138,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,5.99932535,0.208783321,0.130458541,10,-1,1.278156246,0.986317193,1.78E-08,NA,8.049570143,0.41184737,0.894218398,8.049570143,0,1.366313186,0.97999814,8.92E-08,NA,0.778102415,0,0.778102415,0,0.20227149
RBE,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,8.917529195,0.456086601,0.029659032,6.522150525,0.380777375,4.725106484,0.991075794,6.39E-10,NA,10,0.560290994,0.976176858,6.326244557,0.507737967,4.726105786,0.988731987,1.80E-09,NA,0.778102415,0.172142125,0.778102415,0.172142125,0.20227149
SSP-25,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,4.641591753,0.074165618,0.125139295,5.205495196,-0.144347436,2.212052384,0.997620982,3.26E-12,NA,4.862709249,0.245685495,0.885022776,4.208746918,0.139999846,2.274477339,0.995848029,3.75E-11,NA,0.778102415,-0.111435475,0.778102415,-0.111435475,0.20227149
TFK-1,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,10,0.879134173,0.029762489,10,-0.4972542,0.723802045,0.630803936,0.015409157,NA,10,0.91638297,0.979262385,10,0.407869106,0.673574263,0.608564562,0.022132291,NA,0.778102415,0.221897585,0.778102415,0.221897585,0.20227149
YSCCC,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,10,0.68165809,0.007226675,10,0.239926138,3.224919663,0.873575242,0.000120781,NA,10,0.802637982,0.995776997,10,0.62962071,3.244729529,0.865818665,0.000151555,NA,0.778102415,0.221897585,0.778102415,0.221897585,0.20227149
HuCCA-1,RAF265,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_Raf,6.708389186,0.263890532,0.096490234,10,-1,0.961450463,0.776942189,0.001183046,NA,10,0.720661759,0.964283982,10,0,0.958108825,0.788653611,0.000953913,NA,0.965580565,-0.138962315,0.965580565,-0.138962315,0.208972157
HuCCT-1,RAF265,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_Raf,10,0.645943273,0.109539721,0.334739254,0.711986563,5,0.726741791,0.007108918,NA,10,0.701083209,0.906577396,0.150719585,0.829510283,2.505,0.608632694,0.064468447,NA,0.965580565,0.034419435,0.965580565,0.034419435,0.208972157
HuH-28,RAF265,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_Raf,10,0.650115856,0.044021622,0.204799884,0.851141099,2.505,0.609646049,0.027516014,NA,10,0.849853868,0.980342653,0.843531297,0.858988664,3.581851606,0.616648545,0.024940886,NA,0.965580565,0.034419435,0.965580565,0.034419435,0.208972157
KKU-055,RAF265,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_Raf,0.581452509,0.176230388,0.30501558,0.345427232,0.331961093,2.099273308,0.957875158,0.000000698,NA,0.423285113,0.212108253,0.66808887,0.280825808,0.317123461,2.452723517,0.974257253,8.28E-08,NA,0.965580565,-1.201066316,0.965580565,-1.201066316,0.208972157
KKU-100,RAF265,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_Raf,0.381595475,-0.05386876,0.417811529,0.274368736,0.175966569,1.299304866,0.878997269,0.000076,NA,0.368475856,0.191976267,0.62476941,0.189324252,0.350598136,1.827996719,0.916785439,0.0000143,NA,0.965580565,-1.383977349,0.965580565,-1.383977349,0.208972157
KKU-156,RAF265,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_Raf,10,0.320254891,0.105860816,10,-0.191674934,2.843549387,0.702208105,0.004300801,NA,10,0.281990147,0.890790649,0.37065671,0.535523323,5,0.708583227,0.004936568,NA,0.965580565,0.034419435,0.965580565,0.034419435,0.208972157
